netid,number,term,grade
asa58,18272,2018 Fall Term,92
ajr91,13958,2018 Fall Term,76
ado23,1403,2017 Fall Term,96
arc88,14970,2019 Spring Term,90
adp33,20797,2019 Spring Term,83
aea47,12977,2017 Fall Term,76
acn12,16221,2018 Spring Term,84
aha24,25220,2018 Fall Term,81
ana15,7276,2017 Fall Term,77
alt37,6840,2018 Spring Term,77
aan15,17409,2018 Spring Term,86
awm21,3513,2018 Fall Term,75
aek42,22307,2019 Spring Term,86
ahw26,20350,2018 Fall Term,84
aak26,18963,2017 Fall Term,87
aab73,3807,2017 Fall Term,77
aam99,19765,2018 Spring Term,94
and29,15264,2018 Fall Term,77
ark44,21528,2019 Spring Term,97
agr20,25707,2019 Spring Term,77
ara47,7253,2018 Fall Term,85
ajd57,12640,2018 Spring Term,75
acf35,18808,2017 Fall Term,88
ajp54,23123,2018 Fall Term,83
amr89,14770,2018 Fall Term,99
ahr16,17515,2018 Fall Term,86
arl48,6496,2019 Spring Term,97
adt25,10020,2019 Spring Term,82
akh48,18029,2018 Fall Term,84
asl49,16958,2017 Fall Term,80
abs70,25187,2018 Fall Term,96
asa57,8766,2019 Spring Term,96
aha24,12640,2017 Fall Term,95
aks79,15263,2018 Fall Term,81
alj51,2586,2019 Spring Term,81
aam62,7788,2017 Fall Term,94
adh55,22912,2019 Spring Term,87
aha19,1461,2018 Spring Term,93
ajk79,2945,2018 Fall Term,75
akk36,20906,2018 Spring Term,93
akd12,19923,2019 Spring Term,77
ats41,12978,2018 Fall Term,91
amg99,3807,2019 Spring Term,94
apg23,5020,2017 Fall Term,76
aad32,18282,2017 Fall Term,91
anm46,2041,2019 Spring Term,97
alk42,4422,2018 Spring Term,78
ajj23,15334,2018 Fall Term,77
afj11,23683,2018 Fall Term,87
asb73,19374,2018 Spring Term,80
awm33,19142,2018 Spring Term,91
akd12,19023,2017 Fall Term,95
abm46,13956,2017 Fall Term,95
asb81,5028,2018 Spring Term,84
aml87,7974,2017 Fall Term,82
aec50,24135,2018 Fall Term,75
atb28,20324,2018 Fall Term,76
ajc85,5030,2019 Spring Term,75
akh40,17498,2018 Spring Term,92
bad29,25557,2019 Spring Term,92
ask60,210,2019 Spring Term,83
acj35,513,2018 Spring Term,76
aeb94,5020,2018 Fall Term,88
aca22,7258,2019 Spring Term,93
anh41,20906,2019 Spring Term,99
anw39,24372,2018 Spring Term,93
aem91,4062,2018 Fall Term,96
aeb94,12640,2018 Fall Term,82
aww30,7975,2019 Spring Term,81
agm57,3511,2018 Spring Term,84
ama90,5901,2018 Fall Term,83
arc66,13958,2017 Fall Term,86
bac40,16875,2017 Fall Term,96
amm85,5687,2018 Fall Term,88
atn13,23893,2018 Spring Term,84
ajz10,22906,2018 Fall Term,91
avs22,23679,2017 Fall Term,88
aab75,20324,2018 Spring Term,97
aam79,12940,2018 Spring Term,77
awj12,23034,2018 Fall Term,75
apl18,19065,2018 Spring Term,77
avn11,16221,2019 Spring Term,96
aww30,3824,2018 Spring Term,83
acl57,22215,2018 Fall Term,84
ara42,24135,2018 Fall Term,93
aek44,19374,2018 Spring Term,76
asl49,23876,2019 Spring Term,76
alj51,22906,2018 Fall Term,80
agn21,3752,2018 Spring Term,98
amj60,8766,2018 Spring Term,85
acs89,19765,2019 Spring Term,87
ame45,21080,2019 Spring Term,97
abg28,24262,2018 Fall Term,76
abk35,16875,2019 Spring Term,88
aaj23,1461,2018 Fall Term,81
ahr16,8322,2018 Spring Term,80
amo34,5716,2018 Fall Term,87
asm79,7975,2018 Spring Term,96
aja26,24999,2018 Fall Term,90
alw96,8766,2019 Spring Term,87
akg38,21524,2019 Spring Term,97
adg51,23034,2018 Fall Term,88
acs89,23658,2017 Fall Term,99
arl41,3845,2018 Spring Term,87
amg73,25328,2018 Fall Term,77
ald59,12979,2019 Spring Term,81
agw31,23676,2017 Fall Term,82
acf33,1853,2017 Fall Term,85
aek27,964,2017 Fall Term,80
akd16,4062,2018 Spring Term,90
alf42,9586,2018 Spring Term,94
aks64,3807,2019 Spring Term,82
alk43,20906,2018 Fall Term,83
aww28,5832,2018 Fall Term,94
alt55,20138,2018 Fall Term,90
asb93,16221,2018 Fall Term,90
aee16,18235,2019 Spring Term,92
ark51,8062,2018 Spring Term,79
asp44,9194,2018 Fall Term,80
aga16,17911,2017 Fall Term,85
ads99,5027,2019 Spring Term,80
aja33,4764,2018 Spring Term,87
amv34,3807,2018 Spring Term,75
aas85,14970,2018 Fall Term,85
ajr84,22905,2019 Spring Term,84
acl43,5826,2018 Fall Term,83
ajr89,10020,2018 Fall Term,99
and38,7974,2018 Fall Term,99
acg59,25279,2018 Spring Term,91
acm79,8062,2018 Fall Term,78
aps55,24400,2017 Fall Term,92
ajc29,22675,2018 Fall Term,75
akb54,16881,2018 Fall Term,82
awm20,1860,2019 Spring Term,87
agn21,17292,2017 Fall Term,97
adw63,5026,2019 Spring Term,85
abb54,6839,2017 Fall Term,92
arp47,13956,2017 Fall Term,92
apa17,5029,2018 Spring Term,77
abr39,20823,2018 Fall Term,90
alk44,6840,2018 Spring Term,86
akt21,22914,2019 Spring Term,89
anb53,17428,2019 Spring Term,84
alj48,13857,2018 Spring Term,83
acn12,8322,2019 Spring Term,84
asb81,25098,2018 Fall Term,80
awg13,9579,2019 Spring Term,96
anp37,6495,2018 Fall Term,75
alr76,24969,2018 Spring Term,94
ajt44,4419,2018 Spring Term,88
ajv16,1853,2018 Spring Term,79
akv12,18235,2018 Spring Term,88
ajr91,3815,2017 Fall Term,75
aep56,22912,2018 Spring Term,77
asd26,16428,2017 Fall Term,77
ajc74,6503,2017 Fall Term,76
aak48,17911,2018 Spring Term,84
acr54,21143,2018 Fall Term,79
aak42,23957,2018 Fall Term,83
baa26,19142,2018 Spring Term,97
ats33,13956,2017 Fall Term,93
aks86,16036,2018 Fall Term,81
anl31,24914,2017 Fall Term,83
bac45,15263,2018 Fall Term,97
aca13,23520,2018 Fall Term,88
aek27,2315,2018 Fall Term,82
ans63,5904,2017 Fall Term,75
aag43,4925,2018 Fall Term,95
aja34,18963,2018 Spring Term,77
aeg48,22965,2017 Fall Term,91
ago11,1860,2019 Spring Term,87
adw18,15334,2019 Spring Term,88
acw63,4422,2018 Spring Term,78
alw93,19142,2018 Spring Term,98
alw96,4278,2018 Spring Term,93
ajf46,6793,2019 Spring Term,77
ahw29,22965,2018 Fall Term,76
arl26,1282,2019 Spring Term,89
akn13,23299,2018 Fall Term,86
agd33,16875,2018 Fall Term,83
anm43,210,2018 Fall Term,92
amt58,21145,2018 Fall Term,77
alj47,24372,2018 Spring Term,88
aem92,24685,2017 Fall Term,76
arl42,3511,2018 Spring Term,80
ais30,3511,2019 Spring Term,93
ajo14,19765,2017 Fall Term,76
abs62,23957,2017 Fall Term,97
aam85,14970,2018 Spring Term,80
awh20,23876,2018 Spring Term,99
act40,22905,2019 Spring Term,87
aar26,5718,2017 Fall Term,80
abk35,5716,2019 Spring Term,96
ahg12,7627,2017 Fall Term,84
ars83,15262,2018 Spring Term,86
awg13,15228,2019 Spring Term,75
asl50,8322,2018 Spring Term,78
agp15,8766,2018 Spring Term,86
akb54,22505,2017 Fall Term,82
adc79,18963,2017 Fall Term,80
atr22,17515,2018 Fall Term,82
agh33,12978,2018 Spring Term,90
ajj22,18275,2019 Spring Term,82
ale26,4422,2018 Spring Term,83
ats41,22203,2017 Fall Term,89
aam84,23540,2018 Fall Term,93
ard44,3815,2019 Spring Term,80
all42,25279,2018 Spring Term,76
ans66,7528,2017 Fall Term,85
apf23,14970,2018 Spring Term,80
afw13,17806,2019 Spring Term,88
ajg76,22215,2018 Fall Term,97
awm33,22329,2019 Spring Term,82
aek42,1461,2017 Fall Term,87
ajl70,20906,2018 Spring Term,89
act46,1853,2018 Spring Term,92
agh22,23214,2017 Fall Term,79
alr80,7550,2019 Spring Term,97
ajh66,22203,2017 Fall Term,99
amn40,1461,2018 Spring Term,77
agw24,2945,2018 Fall Term,76
all72,7507,2019 Spring Term,78
acf31,2523,2017 Fall Term,97
alc91,22505,2018 Fall Term,80
act39,20776,2018 Fall Term,79
arl42,22805,2018 Fall Term,82
adw18,6875,2018 Spring Term,89
agl25,23278,2018 Spring Term,80
bac40,24656,2019 Spring Term,85
agb41,7796,2017 Fall Term,99
abe13,24372,2018 Spring Term,89
awm20,25098,2018 Fall Term,92
asf41,6503,2017 Fall Term,76
aem91,4932,2017 Fall Term,78
ahh26,20325,2019 Spring Term,82
aaw49,22912,2018 Fall Term,77
akp38,4925,2018 Fall Term,81
ans81,8769,2018 Spring Term,84
agc33,23230,2019 Spring Term,83
and36,4417,2018 Spring Term,93
akb71,14567,2018 Fall Term,80
ata19,10977,2018 Spring Term,87
art35,12978,2018 Fall Term,96
ajj23,23232,2017 Fall Term,85
acb84,20527,2017 Fall Term,93
ajp78,5716,2018 Spring Term,76
aah41,5026,2018 Fall Term,79
anm46,22156,2018 Fall Term,79
atd25,14315,2019 Spring Term,98
amk85,24400,2017 Fall Term,79
agk19,22409,2017 Fall Term,95
akh11,22156,2017 Fall Term,94
ars93,15334,2018 Fall Term,96
ags53,6793,2019 Spring Term,81
act46,5026,2017 Fall Term,80
alk43,24464,2019 Spring Term,82
avd13,2523,2017 Fall Term,80
aaf21,20357,2018 Fall Term,78
ajl82,9789,2018 Fall Term,96
ama78,12640,2017 Fall Term,85
acj35,14447,2017 Fall Term,88
aje30,82,2018 Spring Term,93
amn40,22505,2017 Fall Term,83
ajh98,19765,2018 Spring Term,87
adc62,21550,2017 Fall Term,89
ata19,25187,2018 Fall Term,82
anr45,13180,2017 Fall Term,80
and38,2945,2018 Fall Term,85
apj11,5033,2017 Fall Term,99
acs98,20324,2019 Spring Term,94
akh21,22912,2018 Fall Term,96
ajr71,19142,2018 Spring Term,86
acc69,24656,2019 Spring Term,79
ajp77,17806,2018 Fall Term,96
ajw76,10022,2018 Spring Term,91
aga16,22914,2018 Spring Term,94
avs28,12978,2017 Fall Term,93
abl29,7796,2018 Fall Term,95
agc35,22675,2018 Fall Term,96
avd16,8322,2019 Spring Term,78
akr39,17515,2018 Spring Term,94
ahh26,13180,2018 Fall Term,75
acl43,81,2018 Spring Term,88
all78,18808,2018 Spring Term,91
aab73,12940,2019 Spring Term,86
agd29,5687,2018 Fall Term,76
atr24,23034,2018 Fall Term,99
awl15,22914,2018 Spring Term,85
ado21,20797,2018 Fall Term,95
atb47,20797,2019 Spring Term,99
ava13,1403,2017 Fall Term,97
aam85,22409,2017 Fall Term,86
adw18,14315,2017 Fall Term,81
alg88,7596,2017 Fall Term,87
aap45,14971,2018 Fall Term,86
acm92,9150,2019 Spring Term,84
apf23,24372,2018 Spring Term,92
akt21,1004,2019 Spring Term,88
anc54,23520,2018 Spring Term,90
acj35,20797,2017 Fall Term,82
aro16,17911,2019 Spring Term,84
aeh64,9576,2017 Fall Term,88
aac45,6503,2018 Spring Term,97
afa19,1004,2018 Fall Term,83
ajt47,22918,2019 Spring Term,80
acj34,22912,2018 Spring Term,83
agc26,4417,2019 Spring Term,90
aef38,964,2017 Fall Term,94
awm33,17498,2017 Fall Term,77
asn24,7692,2017 Fall Term,80
aem94,8769,2019 Spring Term,92
adh66,24656,2019 Spring Term,83
asp45,25322,2018 Fall Term,78
ajj29,10025,2017 Fall Term,80
arw59,24774,2017 Fall Term,79
agd33,25188,2018 Fall Term,83
acl43,8048,2017 Fall Term,95
acg58,20138,2017 Fall Term,82
adh66,20824,2018 Fall Term,90
aab70,18963,2019 Spring Term,98
akh40,6609,2018 Fall Term,91
abf20,24395,2019 Spring Term,82
aej21,15531,2018 Spring Term,98
acy12,24138,2017 Fall Term,93
agw28,7596,2018 Spring Term,89
ahw29,5901,2017 Fall Term,83
adh61,23876,2018 Spring Term,86
ary14,12979,2017 Fall Term,83
abh37,22918,2018 Fall Term,81
adw67,10020,2017 Fall Term,82
aam98,14770,2018 Spring Term,77
atl16,6503,2018 Spring Term,88
agw24,7253,2017 Fall Term,90
apk21,6496,2018 Spring Term,85
aal26,24432,2017 Fall Term,82
aep47,2974,2018 Spring Term,84
akn13,14315,2018 Fall Term,90
awm27,22505,2018 Spring Term,81
akd35,2313,2019 Spring Term,92
aep56,15348,2018 Spring Term,80
acm91,24138,2017 Fall Term,84
awh20,13958,2018 Fall Term,99
anr44,22905,2019 Spring Term,96
anc48,21528,2018 Spring Term,90
aca13,13857,2018 Spring Term,99
ajr74,25279,2019 Spring Term,97
acd41,7975,2018 Spring Term,96
acf35,6840,2018 Spring Term,86
arl45,25220,2018 Fall Term,91
amr88,7529,2017 Fall Term,82
ara38,7692,2017 Fall Term,82
asa48,3807,2018 Fall Term,98
asp44,23679,2018 Fall Term,89
agn21,4771,2019 Spring Term,99
adp32,18102,2017 Fall Term,95
asf47,1853,2018 Fall Term,89
all72,3815,2019 Spring Term,79
aww30,2974,2018 Spring Term,89
apa20,19765,2017 Fall Term,88
anl21,7528,2017 Fall Term,82
aas85,15334,2019 Spring Term,86
ajr91,3824,2018 Spring Term,80
ald59,21369,2018 Spring Term,97
amw76,5902,2017 Fall Term,99
asb73,16036,2018 Fall Term,77
asc67,2046,2019 Spring Term,78
ank26,20130,2018 Fall Term,87
amr88,7019,2017 Fall Term,95
acr54,22918,2018 Fall Term,95
asr38,23338,2019 Spring Term,88
aje30,19374,2017 Fall Term,75
aej21,4417,2019 Spring Term,78
aep39,22262,2018 Fall Term,84
acj35,3743,2017 Fall Term,89
anr45,6792,2018 Fall Term,80
abt23,7276,2017 Fall Term,88
apk21,964,2018 Fall Term,77
anr40,7507,2018 Fall Term,87
aab79,4422,2018 Spring Term,84
aec53,22906,2017 Fall Term,95
aas85,4925,2017 Fall Term,85
arf38,3513,2018 Fall Term,87
ach71,7019,2018 Fall Term,87
acd41,6792,2018 Spring Term,94
ajp53,12977,2019 Spring Term,76
asl63,25098,2018 Spring Term,97
abw53,25098,2018 Fall Term,75
amo36,20797,2018 Fall Term,98
amr88,82,2017 Fall Term,91
apf22,8062,2017 Fall Term,75
ant20,7627,2017 Fall Term,85
ajp63,22675,2017 Fall Term,85
acj35,15228,2019 Spring Term,91
arm85,14970,2018 Spring Term,89
acn20,8766,2018 Fall Term,85
anl21,2041,2019 Spring Term,93
akr34,16036,2018 Fall Term,81
asb93,13857,2019 Spring Term,96
akk36,19142,2018 Spring Term,96
akh40,23204,2018 Fall Term,86
afh11,7975,2018 Spring Term,87
and27,23299,2018 Fall Term,89
asl49,24774,2017 Fall Term,96
acs98,21369,2019 Spring Term,92
aae21,14971,2018 Fall Term,98
akk42,22215,2018 Fall Term,99
anr33,24969,2018 Fall Term,91
aas74,22766,2019 Spring Term,78
aeb89,24322,2018 Fall Term,94
akm55,13594,2018 Fall Term,90
anc54,1461,2018 Spring Term,82
ahj10,5716,2018 Spring Term,91
aja33,10155,2017 Fall Term,94
abb54,3752,2018 Spring Term,94
ars93,4278,2019 Spring Term,83
akd12,24576,2018 Fall Term,89
acr54,12640,2017 Fall Term,83
aks79,12571,2019 Spring Term,78
alp58,13848,2019 Spring Term,86
agk17,24262,2018 Fall Term,86
ahf13,20819,2018 Fall Term,81
aej28,14971,2018 Fall Term,95
abm55,5833,2018 Spring Term,90
asa58,6792,2017 Fall Term,89
akh21,24135,2017 Fall Term,97
akt23,9789,2018 Fall Term,82
acb84,5826,2017 Fall Term,90
anc54,13594,2018 Fall Term,99
aeh56,5902,2017 Fall Term,77
aim11,23133,2017 Fall Term,87
adf31,23922,2018 Spring Term,75
abw36,8769,2019 Spring Term,89
abd30,513,2019 Spring Term,84
adk35,12640,2017 Fall Term,89
ara47,15348,2019 Spring Term,85
amk96,20325,2017 Fall Term,93
aem92,4766,2018 Fall Term,97
abf20,17806,2017 Fall Term,98
abb54,17911,2019 Spring Term,97
acg58,82,2019 Spring Term,89
aaw39,3824,2019 Spring Term,76
ahr16,23230,2018 Spring Term,79
agw28,13594,2017 Fall Term,89
acr55,5027,2018 Spring Term,85
abk35,3513,2017 Fall Term,85
ara38,7596,2018 Spring Term,92
ali11,19913,2017 Fall Term,82
amh89,3513,2018 Spring Term,81
agh33,22905,2019 Spring Term,99
amw76,17499,2017 Fall Term,99
alr76,82,2017 Fall Term,84
ajt36,21526,2018 Spring Term,90
ama90,14971,2017 Fall Term,87
arg44,4062,2019 Spring Term,96
apk21,22918,2017 Fall Term,94
anp36,2965,2018 Fall Term,82
adw18,7507,2018 Fall Term,93
agw28,14970,2019 Spring Term,79
all75,23529,2018 Spring Term,91
and36,529,2018 Spring Term,82
atc31,23350,2019 Spring Term,99
asb93,15262,2018 Spring Term,82
aaw49,6875,2018 Fall Term,94
bac38,5577,2017 Fall Term,83
akk36,25279,2018 Spring Term,87
afg16,6609,2018 Spring Term,77
aam84,12979,2018 Fall Term,92
ajr71,22675,2018 Fall Term,95
adh61,7692,2018 Spring Term,95
ado23,2523,2019 Spring Term,94
bac40,23876,2018 Spring Term,87
aar37,7974,2018 Fall Term,93
ahj10,19765,2019 Spring Term,99
asc57,81,2018 Fall Term,88
apf23,22409,2017 Fall Term,80
apw28,17124,2017 Fall Term,85
alr81,7453,2018 Fall Term,87
awm21,19065,2018 Spring Term,80
adm66,14779,2019 Spring Term,79
asc57,15230,2018 Spring Term,93
aag43,3815,2019 Spring Term,99
ajl88,16221,2017 Fall Term,88
atr24,25279,2018 Spring Term,85
agn21,25220,2018 Fall Term,98
aab75,9150,2019 Spring Term,91
alt55,22918,2018 Fall Term,98
alj48,24372,2018 Spring Term,98
ajd43,20324,2019 Spring Term,89
aeg47,25029,2018 Spring Term,82
arh75,6875,2017 Fall Term,83
all78,13594,2017 Fall Term,92
ana25,25155,2019 Spring Term,92
alf42,1853,2017 Fall Term,97
abb10,7872,2017 Fall Term,84
aml87,20344,2017 Fall Term,90
anw36,1461,2018 Fall Term,95
ajc94,25557,2019 Spring Term,95
afk11,7253,2017 Fall Term,83
aje22,1853,2019 Spring Term,95
atf23,5030,2018 Fall Term,77
afk15,23338,2019 Spring Term,98
akm55,19142,2018 Spring Term,79
apf23,22914,2018 Fall Term,89
avp21,13180,2019 Spring Term,87
abr39,2586,2018 Fall Term,77
adk30,3824,2019 Spring Term,84
ana19,24372,2018 Spring Term,98
amn34,14970,2018 Fall Term,83
amk96,7528,2019 Spring Term,90
aem91,9586,2018 Spring Term,95
avb11,10155,2018 Fall Term,87
agk21,15263,2018 Fall Term,98
adm60,14315,2018 Spring Term,75
adc79,10977,2019 Spring Term,98
ahj10,4417,2019 Spring Term,96
aps55,22215,2017 Fall Term,88
awb33,25220,2018 Fall Term,80
akk46,22918,2019 Spring Term,77
aaa67,22505,2017 Fall Term,75
aep38,5026,2018 Spring Term,95
arp68,6840,2018 Spring Term,80
ark44,23529,2018 Spring Term,93
arc75,23540,2018 Fall Term,96
anj11,19765,2017 Fall Term,96
aem19,4278,2018 Spring Term,88
anr40,5800,2018 Fall Term,92
apm37,14447,2017 Fall Term,95
ats41,5718,2018 Spring Term,96
ajl83,16955,2018 Fall Term,85
avb11,18277,2017 Fall Term,94
aef29,9781,2019 Spring Term,78
alh93,7694,2018 Fall Term,97
anc52,24776,2019 Spring Term,85
afm20,25279,2019 Spring Term,75
alh67,6792,2018 Spring Term,96
abd30,7692,2018 Fall Term,82
agc14,4926,2019 Spring Term,92
agc26,22203,2018 Fall Term,78
alp58,5796,2019 Spring Term,98
agw24,13103,2017 Fall Term,89
asf45,7625,2018 Fall Term,96
aks87,14567,2019 Spring Term,98
acm94,24135,2017 Fall Term,84
amg89,25105,2019 Spring Term,96
abs63,25328,2018 Fall Term,75
ajp77,5029,2019 Spring Term,82
aml87,5020,2017 Fall Term,76
aac55,7550,2019 Spring Term,96
adf24,17410,2017 Fall Term,90
aah29,3740,2017 Fall Term,87
alj39,22505,2018 Fall Term,94
aak26,24372,2018 Spring Term,77
ark45,22156,2018 Fall Term,84
aha19,18963,2018 Spring Term,81
ald59,23130,2018 Fall Term,97
avn11,12979,2018 Spring Term,85
acs99,10022,2018 Fall Term,77
all72,18102,2018 Fall Term,79
ajr81,17124,2018 Fall Term,76
acn12,5577,2017 Fall Term,79
aet26,22675,2017 Fall Term,96
akb54,24135,2017 Fall Term,87
alr81,22912,2018 Fall Term,86
aem81,9781,2018 Spring Term,85
alc73,22912,2018 Fall Term,96
ajk67,23278,2018 Fall Term,93
ach79,7697,2017 Fall Term,95
ala24,13670,2017 Fall Term,83
ajj22,23299,2018 Fall Term,85
asy13,10022,2018 Fall Term,84
acn12,20324,2018 Spring Term,91
aam84,1461,2019 Spring Term,81
atw20,2586,2019 Spring Term,91
abb59,24138,2017 Fall Term,96
ahw26,17806,2017 Fall Term,85
ajc91,25220,2018 Fall Term,88
afc24,6839,2018 Spring Term,86
asj19,7507,2019 Spring Term,83
aef38,1465,2018 Fall Term,83
awg13,9781,2018 Spring Term,95
akr43,5030,2017 Fall Term,80
adw18,1403,2018 Fall Term,98
atf24,15334,2019 Spring Term,93
acs98,19023,2018 Spring Term,89
aaw38,12979,2017 Fall Term,99
acj26,22912,2017 Fall Term,88
aer52,24775,2019 Spring Term,90
alh93,20823,2017 Fall Term,88
ajp73,22914,2018 Fall Term,81
acs93,23130,2018 Fall Term,91
ase21,25279,2019 Spring Term,90
anb49,3513,2018 Fall Term,96
aeb94,23230,2019 Spring Term,85
alt37,3824,2018 Spring Term,84
ark51,23529,2019 Spring Term,88
asa39,9789,2018 Fall Term,91
ajd61,10155,2017 Fall Term,89
asn24,7529,2018 Fall Term,76
aac45,3743,2018 Fall Term,75
ajf40,7529,2018 Fall Term,82
agm57,17911,2018 Spring Term,81
arh58,5026,2018 Spring Term,78
akr34,8062,2018 Spring Term,98
acn12,22906,2018 Fall Term,86
awj12,25557,2019 Spring Term,80
aeb87,8062,2017 Fall Term,79
ajw50,7019,2018 Fall Term,96
asw57,4932,2017 Fall Term,79
act46,13180,2018 Spring Term,92
aaa91,23651,2018 Spring Term,84
ahs44,21706,2018 Fall Term,86
bab97,24135,2017 Fall Term,99
agm57,25263,2018 Fall Term,83
ajp77,8048,2017 Fall Term,89
acg59,22914,2018 Spring Term,87
amf84,9781,2017 Fall Term,92
afs33,4764,2018 Fall Term,89
ajr81,5902,2018 Fall Term,85
adw63,3511,2018 Spring Term,93
aaa87,3513,2019 Spring Term,84
aaa75,21967,2019 Spring Term,98
ais30,23876,2018 Spring Term,76
aba32,7694,2017 Fall Term,96
aap45,2586,2018 Fall Term,84
ano12,22156,2017 Fall Term,99
asc69,7789,2019 Spring Term,81
aam62,6298,2018 Spring Term,79
alk43,14970,2018 Fall Term,77
asl63,14567,2018 Spring Term,82
acs79,5030,2018 Spring Term,95
acj33,22914,2017 Fall Term,91
aem92,23278,2018 Fall Term,97
ahp13,10155,2017 Fall Term,90
acn12,1461,2018 Spring Term,77
arf28,24180,2018 Spring Term,89
adw54,25263,2018 Fall Term,86
amt69,13958,2017 Fall Term,99
ads50,4419,2018 Spring Term,76
awm27,19765,2017 Fall Term,83
acc69,13180,2018 Fall Term,78
agl24,17911,2018 Fall Term,83
aam62,3513,2018 Fall Term,85
bac33,20797,2017 Fall Term,96
acb99,9781,2018 Fall Term,81
adc62,22918,2018 Fall Term,94
adv12,22675,2017 Fall Term,81
ald67,4766,2017 Fall Term,82
ava13,5026,2018 Fall Term,93
ajt50,21524,2019 Spring Term,98
ajl73,21080,2019 Spring Term,92
aca13,20797,2018 Fall Term,81
and24,20357,2019 Spring Term,78
asz13,7884,2018 Fall Term,78
art35,24432,2019 Spring Term,84
amf85,24372,2018 Spring Term,97
asm74,23957,2017 Fall Term,87
atf24,20324,2017 Fall Term,75
ahc26,19913,2018 Spring Term,88
asn24,13594,2018 Fall Term,79
asd41,25279,2019 Spring Term,91
ase24,7974,2017 Fall Term,78
acr55,23214,2017 Fall Term,91
aat18,7906,2018 Fall Term,84
asc67,22805,2017 Fall Term,85
ala21,25279,2019 Spring Term,75
ara47,2728,2019 Spring Term,95
ajf46,22505,2018 Spring Term,93
anl27,8322,2018 Spring Term,83
adf24,4764,2019 Spring Term,95
acl43,7550,2019 Spring Term,90
aam65,23658,2017 Fall Term,87
asr28,2315,2018 Spring Term,89
asp49,24349,2017 Fall Term,95
arc86,23288,2017 Fall Term,79
amh89,21524,2018 Spring Term,78
ats41,7697,2018 Fall Term,83
adw18,7019,2019 Spring Term,79
agd33,22675,2018 Fall Term,79
amn40,4925,2017 Fall Term,84
asc63,2586,2019 Spring Term,80
ans66,22409,2017 Fall Term,92
alg90,8062,2018 Spring Term,94
alw93,4925,2018 Fall Term,82
ajb91,13670,2017 Fall Term,78
aem99,4062,2018 Fall Term,88
acr50,17410,2017 Fall Term,96
ans63,13848,2018 Spring Term,84
afa16,8769,2018 Spring Term,93
afw13,15348,2017 Fall Term,85
aak47,13956,2017 Fall Term,97
aab75,13594,2017 Fall Term,98
arw63,19142,2018 Spring Term,99
amz19,5718,2019 Spring Term,81
ast29,7627,2017 Fall Term,78
adp33,22912,2018 Spring Term,84
ahf13,15067,2018 Spring Term,88
acj31,20953,2018 Spring Term,76
aca13,20823,2018 Fall Term,94
aar26,17428,2019 Spring Term,88
aeb77,18808,2018 Fall Term,78
ahw29,7019,2018 Spring Term,79
agd33,5718,2019 Spring Term,93
akl41,4062,2018 Spring Term,93
awm27,10155,2017 Fall Term,86
ald59,3513,2019 Spring Term,81
acm94,8322,2017 Fall Term,79
ard51,13957,2019 Spring Term,94
aab74,23876,2019 Spring Term,85
apk21,25279,2018 Spring Term,78
agh33,22534,2019 Spring Term,98
avb11,22918,2019 Spring Term,83
avd16,4766,2017 Fall Term,92
aea42,23540,2017 Fall Term,88
adc55,19468,2017 Fall Term,90
asv13,24410,2018 Spring Term,94
ate10,1004,2019 Spring Term,89
abt23,23350,2018 Spring Term,92
ame49,7258,2019 Spring Term,76
alj39,20819,2018 Fall Term,91
aar26,23893,2018 Spring Term,87
agl25,82,2018 Fall Term,86
aps54,14770,2019 Spring Term,77
ahf11,14971,2018 Fall Term,92
avd16,22156,2017 Fall Term,98
amm73,5028,2018 Spring Term,86
alj48,22912,2018 Fall Term,92
alc73,16875,2017 Fall Term,77
amg80,13180,2018 Spring Term,90
alj52,1461,2018 Fall Term,95
acl43,12940,2018 Spring Term,91
asb94,1860,2018 Spring Term,85
akk45,19374,2018 Spring Term,85
asb89,22905,2019 Spring Term,79
bad16,14971,2017 Fall Term,80
ayt10,15348,2019 Spring Term,85
all78,10977,2018 Fall Term,95
apf22,22156,2017 Fall Term,88
amh89,14315,2018 Fall Term,99
awm33,5836,2018 Spring Term,77
atf23,16219,2017 Fall Term,78
ajp82,23520,2018 Fall Term,90
amt75,13594,2017 Fall Term,97
agh33,2965,2018 Fall Term,89
ahj10,8062,2018 Fall Term,91
awl15,15348,2018 Fall Term,76
ara47,22156,2017 Fall Term,99
amj62,17292,2017 Fall Term,85
ajc91,14970,2018 Fall Term,78
aab83,22905,2018 Spring Term,89
ahk22,12940,2019 Spring Term,78
aeb87,24395,2019 Spring Term,86
ast29,3513,2018 Spring Term,86
atc38,5237,2018 Fall Term,95
ash75,6298,2018 Spring Term,84
aas98,2523,2017 Fall Term,90
amf85,22262,2018 Fall Term,93
ach81,25220,2018 Fall Term,99
arp47,22156,2018 Fall Term,88
adm60,7596,2018 Spring Term,89
ana25,19765,2017 Fall Term,78
aem94,6609,2018 Fall Term,86
abd31,2315,2018 Fall Term,85
ava17,3807,2017 Fall Term,79
ark47,17428,2019 Spring Term,91
aal26,16875,2018 Spring Term,88
ajv21,4278,2018 Spring Term,81
asp44,3511,2019 Spring Term,86
akl31,24135,2017 Fall Term,88
aml94,21852,2019 Spring Term,91
akr43,17292,2017 Fall Term,80
arc88,6496,2018 Spring Term,95
aef37,15348,2018 Spring Term,95
acg51,1854,2018 Fall Term,75
