022961 3,RIGHTS,315-20,Engineering Sustainable Design and the Global Community: Structural Focus,STS QS,
022962,CEE,315-60,Engineering Sustainable Design and the Global Community: Environmental Focus,STS QS,
022962 1,ENVIRON,365-60,Engineering Sustainable Design and the Global Community: Environmental Focus,STS QS,
022962 2,PUBPOL,211-60,Engineering Sustainable Design and the Global Community: Environmental Focus,STS QS,
022962 3,RIGHTS,315-60,Engineering Sustainable Design and the Global Community: Environmental Focus,STS QS,
022965,TIBETAN,203,Intermediate Tibetan I,FL,
022973,ACCOUNTG,511K,Principles of Cost and Managerial Accounting,,
022974,ACCOUNTG,512K,Fundamentals of Financial Analysis,,
022977,DECISION,517K,Spreadsheet Modeling and Decision Analysis,,
022978,FINANCE,524K,Foundations of Capital Markets,,
022979,FINANCE,525K,Foundations of Corporate Finance,,
022980,MANAGEMT,544K,Foundations of Management & Organizations,,
022984,MGMTCOM,505K,Business Communication 1,,
022985,MGMTCOM,506K,Business Communication 2,,
022986,MGRECON,547K,Fundamentals of Business Economics,,
022987,OPERATNS,554K,Introduction to Operations and Supply Chain Management,,
022988,STRATEGY,557K,Principles of Strategy,,
022991,BIOETHIC,603S,Clinical Bioethics and Health Policy,S EI,
022992,HISTORY,541S,Intellectual History and Political Theory,S CCI EI CZ SS,
022992 1,POLSCI,573S,Intellectual History and Political Theory,S CCI EI CZ SS,
022993,CHEM,535,Organic Synthesis,NS,
022995,MMS,275,Business of Sport: A Comprehensive Look at a Powerhouse Global Industry,,
022996,PJMS,370S,Press the Presidency and Congress in a New Media Age,S EI SS,
022996 1,PUBPOL,370S,Press the Presidency and Congress in a New Media Age,S EI SS,
022997,AMI,240S,Around the Bloc: Cold War Culture in the USSR and Eastern Europe,S CCI EI CZ SS,
022997 1,CULANTH,259S,Around the Bloc: Cold War Culture in the USSR and Eastern Europe,S CCI EI CZ SS,
022997 2,LIT,241S,Around the Bloc: Cold War Culture in the USSR and Eastern Europe,S CCI EI CZ SS,
022997 3,SES,240S,Around the Bloc: Cold War Culture in the USSR and Eastern Europe,S CCI EI CZ SS,
022999,I&E,290,Special Topics,,
023002,ENERGY,590S,Advanced Topics in Energy,S,
023006,ENERGY,790,Special Topics in Energy,,
023010,ENERGY,620,Energy Finance,,
023011,HISTORY,507S,Asian Studies: Critical Introduction to Knowledge Fields and Methodologies,S CCI CZ SS,
023012,BME,535,Biomedical Aspects of Blast and Ballistics (GE BB),,
023013,BME,290L,Intermediate Topics with Lab (GE),,
023018,CEE,629,System Identification,,
023019,CEE,667,Chemical Transformation of Environmental Contaminants,,
023019 1,ENVIRON,667,Chemical Transformation of Environmental Contaminants,,
023020,ENRGYENV,625E,Energy Markets and Innovation,,
023031,POLSCI,708,Democracy and the Rule of Law,,
023032,PHARM,835,Innovations in Drug Development,,
023032 1,I&E,835,Innovations in Drug Development,,
023033,BME,845,Elasticity Imaging,,
023034,IMMUNOL,701D,Pillars of Immunology,,
023035,CLP,213,Health Care Organization and Policy,,
023036,CLP,214,Population Health Management Approaches,,
023037,CLP,215,Health Care Operations: Perspectives for Continuous Improvement,,
023040,GLHLTH,790K,Special Topics in Global Health,,
023041,PHYASST,354,Vascular Surgery,,
023042,GLHLTH,781K,Ungraded Research in Global Health,,
023044,POLSCI,679S,The Past and Future of Capitalist Democracy I,S EI R SS,
023046,ENVIRON,780,Environmental Exposure Analysis,,
023049,NURSING,394,Professional Nursing:  Evolution as an Evidence-based Clinician,,
023050,NURSING,395,Nursing Care of the Childbearing Family,,
023051,NURSING,396,Nursing Care of Infants Children and Adolescents,,
023052,NURSING,397,Community and Public Health Nursing,,
023053,NURSING,398,Pathophysiology and Pharmacology I,,
023054,NURSING,473,Professional Nursing:  Evolution as an Effective Team Member,,
023055,NURSING,474,Nursing Management of the Adult Patient with Health Problems,,
023056,NURSING,475,Gerontological Nursing: Caring for Older Adults and Their Families,,
023057,NURSING,476,Pathophysiology and Pharmacology II,,
023058,NURSING,483,Professional Nursing:  Evolution as a Leader,,
023059,NURSING,484,Nursing Care of Patients with Complex Health Problems,,
023060,SPANISH,390,Topics in Spanish Studies,,
023061,GS,721K,Academic Communication Skills,,
023069,LAW,288,Consumer Bankruptcy and Debt,,
023071,LAW,394A,Past and Future of Capitalist Democracy,,
023072,LAW,394B,Past and Future of Capitalist Democracy,,
023073,LAW,591,Development Finance,,
023077,LAW,429,Civil Justice Clinic,,
023079,AMI,390,Special Topics in Arts of the Moving Image,,
023080,MEDICINE,424C,Fluids and Electrolytes,,
023081,ENVIRON,737,Environmental Education and Interpretation,,
023081 1,ENVIRON,632,Environmental Education and Interpretation,,
023082,ECON,911,Applied Microeconomics Development,,
023082 1,PUBPOL,911,Applied Microeconomics Development,,
023083,GLHLTH,755K,Health Economics,,
023084,NEUROSUR,220C,Neurosurgical Intervention in the Modern Era,,
023085,NEUROSUR,401C,Sub-Internship in Neurological Surgery,,
023086,NEUROSUR,402C,Intermediate Clinical Neurosurgery,,
023087,NURSING,842,Psychosocial Political Legal and Ethical Aspects of HIV/AIDS,,
023088,NURSING,841,Pharmacologic Aspects of HIV/AIDS,,
023089,NURSING,840,Epidemiology and Pathogenesis of HIV/AIDS,,
023090,NURSING,595,Physical Assessment and Diagnostic Reasoning in Advanced Practice Nursing,,
023091,NURSING,596,Clinical Pharmacology for Advanced Practice Nursing,,
023092,NURSING,592,Specialty Seminars in Advances Pathophysiology for Neonatal and Pediatric Health,,
023093,NURSING,593,Specialty Seminars in Advanced Pathophysiology for Adult and Gerontological Health,,
023094,EDUC,261S,Peer Academic Advising,S,
023095,NURSING,594,Specialty Seminars in Advanced Pathophysiology for Neonatal through Gerontological Health,,
023096,NURSING,620,Advanced Practice Nursing in Primary Care Adolescents and Adult Patients,,
023097,NURSING,621,Advanced Practice Nursing in Primary Care Adolescent and Adult Patients: Clinical,,
023098,NURSING,624,Advanced Practice Nursing Care of Older Adult Patients,,
023099,NURSING,625,Advanced Practice Nursing Care of Older Adult Patients: Clinical,,
023100,NURSING,628,Advanced Practice Nursing: Pediatric Primary Care Essentials,,
023101,NURSING,629,Advanced Practice Nursing: Pediatric Primary Care Essentials: Clinical,,
023102,NURSING,632,Advanced Practice Nursing in Perinatal Care,,
023103,NURSING,633,Advanced Practice Nursing in Perinatal Care: Clinical,,
023104,NURSING,635,Advanced Practice Nursing for Neonatal Patients I,,
023105,NURSING,636,Advanced Practice Nursing in Neonatal Patients: Clinical,,
023108,NURSING,642,Advanced Practice Nursing in Primary Care Pediatric Patients I,,
023109,NURSING,643,Advanced Practice Nursing in Primary Care Pediatric Patients - Clinical I,,
023112,NURSING,660,Advanced Practice Nursing in Acute Care Pediatric Patients I,,
023113,NURSING,661,Advanced Practice Nursing in Acute Care Pediatric Patients I: Clinical,,
023116,NURSING,670,Advanced Practice Nursing in Acutely Ill Adult-Gerontology Patients I,,
023117,NURSING,671,Advanced Practice Nursing in Acutely Ill Adult-Gerontology Patients I: Clinical,,
023118,NURSING,691,Advanced Practice Nursing in Primary Care Pediatric Patients Synthesis,,
023119,NURSING,692,Advanced Practice Nursing in Pediatric Acute Care Patients Synthesis,,
023121,AMI,635S,16mm Film Production,S ALP,
023122,BME,507,Cardiovascular System Engineering Disease and Therapy (GE BB EL),,
023123,MEDPHY,505K,Anatomy and Physiology for Medical Physicists,,
023124,MEDPHY,541K,Nuclear Medicine Physics,,
023125,BME,543L,Cardiac Ultrasound Imaging and Function (GE IM),,
023126,ENGLISH,190-1,Special Topics in Language and Literature,,
023127,MEDPHY,751K,Seminars in Medical Physics,,
023128,IMMUNOL,791A,Research in Immunology,,
023129,IMMUNOL,791B,Research in Immunology,,
023130,MEDPHY,500K,Radiation Physics,,
023131,GLHLTH,773,Deconstructing Global Injury Control and Prevention through Systematic Review Methods,,
023133,GS,705K,Responsible Conduct of Research: DKU Master's Workshop,,
023134,ENGLISH,290-7,Special Topics in Language and Literature,,
023138,LAW,619,Readings: Commercial Law and Society in Historical Perspectives,,
023139,HISTORY,110,Introduction to the History of Law and Governance,EI CZ SS,
023139 1,PUBPOL,161,Introduction to the History of Law and Governance,EI CZ SS,
023140,ETHICS,291,Independent Study,,
023141,BIOSTAT,790,Current Problems in Biostatistics,,
023141 1,BIOSTAT,900,Current Problems in Biostatistics,,
023148,LINGUIST,390S,Special Topics in Linguistics,S,
023150,ROMST,290S,Topics in Romance Studies,S,
023151,LATAMER,790S,Special Topics in Latin American Studies,S,
023152,SOCIOL,880,Special Topics in Sociology,,
023154,PSY,714S,Self-Regulation,S,
023158,DOCST,491,Independent Study in Documentary Studies,,
023168,ETHICS,315S,Ethics and Philosophy of Sport,S EI W CZ,
023169,AMES,216,Jews and Muslims Judaism and Islam,CCI EI CZ,
023169 1,HISTORY,294,Jews and Muslims Judaism and Islam,CCI EI CZ,
023169 2,JEWISHST,256,Jews and Muslims Judaism and Islam,CCI EI CZ,
023169 3,MEDREN,357,Jews and Muslims Judaism and Islam,CCI EI CZ,
023169 4,RELIGION,212,Jews and Muslims Judaism and Islam,CCI EI CZ,
023172,EGR,393,Research Projects in Engineering,R,
023173,NEUROBIO,795,Special Topics in Neuroscience,,
023175,DOCST,711S,Documentary Writing Workshop,S,
023176,AMES,750,CAH Proseminar: Topics in Critical Asian Studies,,
023177,BIOETHIC,702,Science Communication for Scientists,,
023177 1,SCISOC,702,Science Communication for Scientists,,
023178,MGM,793,Research for Graduate Students,,
023180,NURSING,581,Nurse as Scholar II: Evidence-based Practice,,
023181,NURSING,672,Advanced Practice Nursing in Acutely Ill Adult-Gerontology Patients II,,
023182,NURSING,673,Advanced Practice Nursing with Acutely Ill Adult-Gerontology Patients II -- Clinical,,
023183,NURSING,690,Advanced Practice Nursing in Neonatal Patients Synthesis,,
023184,NURSING,694,Advanced Practice Nursing in Adult-Gerontology Primary Care Patients Synthesis,,
023185,NURSING,695,Advanced Practice Nursing In Family Practice Patients Synthesis,,
023186,WXTIAN,817,The Missions Theology of the Orthodox Church,,
023187,CHURHST,822,Heresies and Heretics,,
023188,CHURHST,766,Tour of Turkey: Revelation & Councils,,
023188 1,NEWTEST,775,Tour of Turkey: Revelation & Councils,,
023189,CHURMIN,800,Shaping Christian Institutions: Vocation Community and Innovation,,
023190,PARISH,817,Theology and Social Science,,
023191,XTIANTHE,970,Beauty Suffering and the Cross,,
023191 1,XTIANTHE,845,Beauty Suffering and the Cross,,
023192,OLDTEST,873,Isaiah and the Church Year,,
023193,AMXTIAN,812,Women and Power in Modern American Churches,,
023194,BCS,805,African Americans and the Bible,,
023195,RELIGION,360,Jesus in Film,CCI ALP CZ,
023197,GLHLTH,774,Program Evaluation for Health,,
023198,ENERGY,729S,The Water-Energy Nexus,S,
023198 1,EOS,729S,The Water-Energy Nexus,S,
023199,DOCST,715S,Environmental Issues & the Documentary Arts,S,
023200,ICS,590,Special Topics in International Comparative Studies,,
023202,ROMST,290,Special Topics in Romance Studies,,
023203,PHYSEDU,225,Sports Leadership Development,,
023204,THEATRST,98,Basic Acting,ALP,
023205,POLSCI,264S,Democracy and Dysfunctional Politics,S SS,
023206,ECON,375A,Economics of Entrepreneurship,SS,
023207,AMES,245,Introduction to Israeli Culture,CCI ALP CZ,
023207 1,JEWISHST,245,Introduction to Israeli Culture,CCI ALP CZ,
023209,ARTS&SCI,204D,Soccer Politics,CCI EI CZ SS,
023209 1,GERMAN,244D,Soccer Politics,CCI EI CZ SS,
023209 2,HISTORY,266D,Soccer Politics,CCI EI CZ SS,
023209 3,ICS,204D,Soccer Politics,CCI EI CZ SS,
023209 4,ROMST,204D,Soccer Politics,CCI EI CZ SS,
023209 5,ROMST,362D,Soccer Politics,CCI EI CZ SS,
023210,PSY,324S,Motivation Science in Social Psychology,S SS,
023211,ENGLISH,331S,Late Medieval Literature and Culture,S CCI EI ALP CZ,
023211 1,MEDREN,334S,Late Medieval Literature and Culture,S CCI EI ALP CZ,
023212,ETHICS,250S,Governance and Healthcare Innovation,S EI STS SS,
023212 1,GLHLTH,310S,Governance and Healthcare Innovation,S EI STS SS,
023213,ECON,353A,Financial Institutions,STS SS,
023214,AMES,145,Israel/Palestine: Comparative Perspectives,CCI EI SS,
023214 1,CULANTH,148,Israel/Palestine: Comparative Perspectives,CCI EI SS,
023214 2,ENVIRON,147,Israel/Palestine: Comparative Perspectives,CCI EI SS,
023214 3,JEWISHST,148,Israel/Palestine: Comparative Perspectives,CCI EI SS,
023214 4,AMES,244,Israel/Palestine: Comparative Perspectives,CCI EI SS,
023214 5,POLSCI,159,Israel/Palestine: Comparative Perspectives,CCI EI SS,
023214 6,PUBPOL,178,Israel/Palestine: Comparative Perspectives,CCI EI SS,
023215,HISTORY,299,Women and Popular Culture in U.S. History,CCI EI CZ SS,
023216,ARTHIST,246,Roman Archaeology: Origins to Empire,CCI ALP CZ,
023216 1,CLST,246,Roman Archaeology: Origins to Empire,CCI ALP CZ,
023217,HISTORY,178S,Gateway Seminar: History of Imprisonment,S CCI EI CZ,
023218,DANCE,161,Flamenco,,
023219,AAAS,337,Hollywood and Africa: Case Studies in Filmic Representation,CCI W ALP,
023219 1,ICS,337,Hollywood and Africa: Case Studies in Filmic Representation,CCI W ALP,
023220,AAAS,312,War and Public Health in Africa,CCI EI CZ SS,
023220 1,CULANTH,312,War and Public Health in Africa,CCI EI CZ SS,
023220 2,PUBPOL,333,War and Public Health in Africa,CCI EI CZ SS,
023220 3,GLHLTH,312,War and Public Health in Africa,CCI EI CZ SS,
023220 4,RIGHTS,312,War and Public Health in Africa,CCI EI CZ SS,
023222,ARTHIST,254,Renaissance Architecture: A European Perspective,ALP CZ,
023222 1,MEDREN,244,Renaissance Architecture: A European Perspective,ALP CZ,
023223,ECON,335,Economics of Global Health,STS SS,
023223 1,GLHLTH,335,Economics of Global Health,STS SS,
023224,GLHLTH,205,Health and Healing in Africa,CCI STS CZ SS,
023224 1,HISTORY,205,Health and Healing in Africa,CCI STS CZ SS,
023225,ECON,465,Market Power and Public Policy,QS SS,
023225 1,PUBPOL,310,Market Power and Public Policy,QS SS,
023226,ICS,314S,ICS Theories and Methods: Doing Global Research,S CCI R W SS,
023227,LATIN,307S,Philosophy in Rome,S FL ALP CZ,
023228,HISTORY,333S,Social Engineering and Social Movements in Eastern Europe and Asia,S CCI EI CZ SS,
023228 1,POLSCI,359S,Social Engineering and Social Movements in Eastern Europe and Asia,S CCI EI CZ SS,
023228 2,PUBPOL,282S,Social Engineering and Social Movements in Eastern Europe and Asia,S CCI EI CZ SS,
023228 3,SES,375S,Social Engineering and Social Movements in Eastern Europe and Asia,S CCI EI CZ SS,
023229,CLST,543S,The Archaeology of Death: Ritual and Social Structure in the Ancient World,S CCI R ALP CZ,
023230,NEUROBIO,522S,Visual Perception and the Brain,S W NS,
023230 1,NEUROSCI,522S,Visual Perception and the Brain,S W NS,
023230 2,PHIL,522S,Visual Perception and the Brain,S W NS,
023230 3,PSY,687S,Visual Perception and the Brain,S W NS,
023230 4,NEUROBIO,355S,Visual Perception and the Brain,S W NS,
023230 5,NEUROSCI,355S,Visual Perception and the Brain,S W NS,
023230 6,PHIL,355S,Visual Perception and the Brain,S W NS,
023230 7,PSY,355S,Visual Perception and the Brain,S W NS,
023231,POLSCI,551S,Voting Behavior,S R QS SS,
023232,MILITSCI,93L,Senior Leadership Laboratory - Fall Semester,,
023233,BIOLOGY,450S,Genomics of Adaptation: A Modern Look at Evolution,S NS,
023236,BIOLOGY,218,Biological Clocks: How Organisms Keep Time,NS,
023237,AMES,332S,Storyworlds: The Art Technology and Pleasure of Narrative,S CCI ALP CZ,
023237 1,AMI,338S,Storyworlds: The Art Technology and Pleasure of Narrative,S CCI ALP CZ,
023237 2,ICS,333S,Storyworlds: The Art Technology and Pleasure of Narrative,S CCI ALP CZ,
023237 3,AMES,432S,Storyworlds: The Art Technology and Pleasure of Narrative,S CCI ALP CZ,
023238,ARTHIST,290S,Special Topics in Art History,S,
023239,SXL,190S,Seminars in Selected Topics,S,
023241,THEATRST,350,Mainstage Production,CCI R ALP,
023242,PHIL,463S,Eastern & Western Conceptions of Human Nature Ethics & Politics,S CCI EI CZ SS,
023244,POLSCI,680S,The Past and Future of Capitalist Democracy II,S EI R SS,
023247,ARTHIST,620S,Models: Premodern to Posthuman,S R ALP CZ,
023247 1,VMS,620S,Models: Premodern to Posthuman,S R ALP CZ,
023248,EVANTH,532S,Craniodental Anatomy and Physiology,S W NS,
023249,EVANTH,510SL,Molecular Anthropology in Practice,S R W NS,
023259,SPIRIT,802,Spiritual Writing Workshop,,
023262,RELIGION,884,Religion & Technology,,
023263,NURSING,843,Clinical Care and Treatment Issues in HIV/AIDS,,
023264,COMPSCI,216,Everything Data,QS,
023265,NURSING,844,HIV Clinical,,
023266,PARISH,709,The Missional Church and Evangelism: MACP,,
023267,I&E,352,Strategies for Innovation and Entrepreneurship,SS,
023267 1,ECON,380,Strategies for Innovation and Entrepreneurship,SS,
023268,SURGERY,231C,Essentials of Pediatric Surgery,,
023269,RADIOL,403C,Genitourinary Imaging,,
023270,CHINESE,106,First-Year Chinese in Review II,FL,
023271,ROMST,290A,Duke Administered Study Abroad: Topics in Romance Studies,,
023273,PHYSEDU,168,Advanced Women's Self Defense - Krav Maga,,
023276,ARTS&SCI,277,The Novel Live!,ALP,
023276 1,ENGLISH,277,The Novel Live!,ALP,
023277,MATH,190,Special Topics in Mathematics,,
023278,ROMST,89S,First Year Seminar in Romance Studies,S,
023279,FRENCH,420S,De l\xe2\x80\x99Horrible Danger de la Lecture / On the Terrible Danger of Reading,S CCI FL ALP,
023279 1,WOMENST,420S,De l\xe2\x80\x99Horrible Danger de la Lecture / On the Terrible Danger of Reading,S CCI FL ALP,
023279 2,GSF,420S,De l\xe2\x80\x99Horrible Danger de la Lecture / On the Terrible Danger of Reading,S CCI FL ALP,
023280,BIOLOGY,454S,Physiological Genetics of Disease,S R NS QS,
023281,ETHICS,301S,Business and Human Rights Advocacy Lab,S EI R W,
023281 1,ICS,317S,Business and Human Rights Advocacy Lab,S EI R W,
023281 2,POLSCI,341S,Business and Human Rights Advocacy Lab,S EI R W,
023281 3,PUBPOL,311S,Business and Human Rights Advocacy Lab,S EI R W,
023282,AMES,551S,Translation: Theory/Praxis,S CCI ALP,
023282 1,LIT,551S,Translation: Theory/Praxis,S CCI ALP,
023283,SPANISH,540S,Many Mexicos,S CCI FL ALP CZ,
023284,MUSIC,590S,Special Topics in Music,S,
023287,AMES,316S,Breakdancers Vocaloids and Gamers: East Asian Youth Culture,S CCI CZ SS,
023287 1,CULANTH,316S,Breakdancers Vocaloids and Gamers: East Asian Youth Culture,S CCI CZ SS,
023288,PERSIAN,305,Advanced Persian,CCI FL CZ,
023289,HISTORY,161S,Gateway Seminar: How to Do History,S EI R SS,
023290,I&E,281,Basics of Technology Commercialization,,
023292,CLST,208,Ancient Myth,CCI ALP CZ,
023292 1,MEDREN,301,Ancient Myth,CCI ALP CZ,
023292 2,RELIGION,208,Ancient Myth,CCI ALP CZ,
023292 3,THEATRST,228,Ancient Myth,CCI ALP CZ,
023293,ARTS&SCI,190,Signature Course (Special Topics),,
023294,RELIGION,790,Readings in Buddhist Texts,,
023295,FRENCH,790S,Topics in French Studies,S,
023297,ECE,458,Engineering Software for Maintainability,,
023299,LATAMER,89S,First Year Seminar in Latin American and Caribbean Studies,S,
023300,PUBPOL,711,Public Policy Writing Practicum,,
023303,LAW,577,Emerging Issues in Sports Law,,
023304,PUBPOL,712,Public Policy Presentation Practicum,,
023305,LAW,734,Evidence in Practice,,
023307,LAW,516,Democracy and the Rule of Law,,
023308,LAW,589,Japanese Law in a Business Context,,
023309,LAW,512,Medicine and the Law,,
023311,DOCST,590,Special Topics in Documentary Studies,,
023312,DOCST,590S,Special Topics in Documentary Studies,S,
023313,AMES,320S,Refugee Lives: Violence Culture and Identity,S CCI EI ALP CZ,
023313 1,DOCST,321S,Refugee Lives: Violence Culture and Identity,S CCI EI ALP CZ,
023314,ARABIC,288,Conversational Egyptian Arabic,CCI FL CZ,
023315,GLHLTH,305,Global Health: Social Determinants,STS SS,
023316,ARTHIST,213S,Feminist Art from the 1970s to the Present,S CCI W ALP,
023316 1,WOMENST,213S,Feminist Art from the 1970s to the Present,S CCI W ALP,
023317,ENVIRON,956,DEL: Restoration Science Policy and Leadership in South Florida,,
023318,BIOLOGY,202LA,Gateway to Biology: Genetics and Evolution,STS NS,
023319,AMES,321,Rumi: Mysticism and Poetry,CCI R ALP CZ,
023319 1,RELIGION,381,Rumi: Mysticism and Poetry,CCI R ALP CZ,
023320,ISIS,496,Experiential Research Capstone,R,
023321,AMES,228,The Middle East Now: Politics and Culture,CCI ALP CZ,
023323,AMES,258,Gandhi: Image and Reflection,CCI EI CZ,
023323 1,RELIGION,279,Gandhi: Image and Reflection,CCI EI CZ,
023324,AMI,425S,Surrealism: Aesthetics and Politics,S FL R ALP,
023324 1,FRENCH,425S,Surrealism: Aesthetics and Politics,S FL R ALP,
023324 2,VMS,425S,Surrealism: Aesthetics and Politics,S FL R ALP,
023325,EDUC,446S,From Reconstruction to No Child Left Behind: The Challenges of Reform in a Nation Divided,S CCI EI W CZ SS,
023326,AMI,224S,Ready for Prime Time: Writing the Dramatic TV Episode,S W ALP,
023326 1,ENGLISH,224S,Ready for Prime Time: Writing the Dramatic TV Episode,S W ALP,
023326 2,THEATRST,285S,Ready for Prime Time: Writing the Dramatic TV Episode,S W ALP,
023327,PHIL,951S,Free Will and Moral Responsibility in light of Philosophy & Neuroscience,S,
023328,PHIL,863S,Eastern & Western Conceptions of Human Nature Ethics & Politics,S,
023329,POLSCI,899,Internship,,
023331,LAW,616,Animals Law and Ethics,,
023332,ECON,664,Industrial Organization,QS,
023333,AAAS,660,Health in the African Diaspora,CCI EI STS SS,
023333 1,CULANTH,660,Health in the African Diaspora,CCI EI STS SS,
023333 2,GLHLTH,672,Health in the African Diaspora,CCI EI STS SS,
023334,FRENCH,520,Biography Life Writing Autofiction,CCI FL R ALP CZ,
023334 1,HISTORY,521,Biography Life Writing Autofiction,CCI FL R ALP CZ,
023334 2,LIT,525,Biography Life Writing Autofiction,CCI FL R ALP CZ,
023334 3,FRENCH,411,Biography Life Writing Autofiction,CCI FL R ALP CZ,
023334 4,HISTORY,420,Biography Life Writing Autofiction,CCI FL R ALP CZ,
023334 5,LIT,420,Biography Life Writing Autofiction,CCI FL R ALP CZ,
023335,FRENCH,525S,Moliere: The Phenomenon of Laughter,S CCI FL ALP,
023335 1,THEATRST,521S,Moliere: The Phenomenon of Laughter,S CCI FL ALP,
023336,LAW,517,Advanced Contracts,,
023337,ARTS&SCI,790,University Course (Special Topics),,
023338,TIBETAN,204,Intermediate Tibetan II,FL CZ,
023340,LAW,431,Advanced Civil Justice Clinic,,
023342,ISIS,290,Special Topics in Information Science + Studies,,
023342 1,ISS,290,Special Topics in Information Science + Studies,,
023343,ENVIRON,840,Ecology and Conservation of Gabon,,
023348,ECON,80S,Special Topics,S,
023349,BIOLOGY,190,Special Topics in Biology,,
023350,MGM,294,Research Independent Study II,R,
023351,GLHLTH,89S,First Year Seminar: Special Topics in Global Health,S,
023352,AMI,685S,Visiting Filmmaker Master Course: Special Topics,S ALP,
023353,ENERGY,590,Special Topics in Energy,,
023354,VMS,793,Independent Study in Visual and Media Studies,,
023359,GERMAN,791,Independent Study,,
023360,MGM,720,Computational Tools in Next Generation Genomic Analysis,,
023386,HLTHSCI,501,Human Structure,,
023387,HLTHSCI,502,Cellular Sciences,,
023388,HLTHSCI,503,Organ Systems,,
023389,HLTHSCI,504,Essentials of Health Practice and Professional Development,,
023390,HLTHSCI,505,Essentials of Health Practice and Professional Development,,
023391,HLTHSCI,506,Medical Arts and Sciences Seminar III,,
023392,HLTHSCI,511,Enhanced EMT-Basic Training Course,,
023393,HLTHSCI,507,Discovery / Special Topics Journal Club I,,
023394,HLTHSCI,508,Discovery / Special Topics Journal Club II,,
023396,RELIGION,767,How Blackness Thinks,,
023396 1,AAAS,767,How Blackness Thinks,,
023396 2,ENGLISH,767,How Blackness Thinks,,
023396 3,XTIANTHE,774,How Blackness Thinks,,
023400,ENVIRON,583SK,Energy and National Security,S CCI EI W SS,
023400 1,POLSCI,663SK,Energy and National Security,S CCI EI W SS,
023400 2,PUBPOL,583SK,Energy and National Security,S CCI EI W SS,
023402,ENVIRON,791,Independent Studies and Projects,,
023403,GLHLTH,571K,Introduction to Maternal and Child Health,STS SS,
023404,GLHLTH,641K,Non-Communicable Diseases in Low and Middle Income Countries: Trends Causes Prevention Strategies,STS NS SS,
023405,ENGLISH,290S,Special Topics in Language and Literature,S,
023409,MEDPHY,520K,Radiation Therapy Physics,NS,
023410,MEDPHY,510K,Radiation Protection,NS,
023411,MEDPHY,530K,Modern Diagnostic Imaging Systems,NS,
023412,GS,720K,Academic Writing for EFL Students,,
023414,BIOLOGY,704LA,Biological Oceanography,,
023414 1,ENVIRON,704LA,Biological Oceanography,,
023414 2,EOS,704LA,Biological Oceanography,,
023415,VMS,710S,Performance Art and Performativity: Theories and Methods,S,
023418,PORTUGUE,590SP,Preceptorial in Lusophone Literature and Culture,S,
023419,ROMST,490SP,Preceptorial in Romance Studies,S,
023420,LAW,625,Readings in Non-State Law,,
023421,PJMS,89S,First Year Seminar: Special Topics in Policy Journalism and Media Studies,S,
023424,ETHICS,390A,Duke-Administered Study Abroad: Special Topics in Ethics,,
023430,MUSIC,390T,Special Music Topics Tutorial,,
023433,GENOME,122FS,Genetics and Epigenetics: The Codes that Control Our Genomes,S NS,
023433 1,GENOME,222FS,Genetics and Epigenetics: The Codes that Control Our Genomes,S NS,
023433 2,MGM,222FS,Genetics and Epigenetics: The Codes that Control Our Genomes,S NS,
023434,CLST,170FS,Liberty and Equality: Ancient and Modern Perspectives,S CCI EI CZ SS,
023434 1,ETHICS,170FS,Liberty and Equality: Ancient and Modern Perspectives,S CCI EI CZ SS,
023434 2,POLSCI,170FS,Liberty and Equality: Ancient and Modern Perspectives,S CCI EI CZ SS,
023435,ENGLISH,338S,Milton,S EI R ALP,
023435 1,MEDREN,337S,Milton,S EI R ALP,
023437,ENGLISH,822S,Writing is Thinking,S,
023437 1,LIT,822S,Writing is Thinking,S,
023438,POLSCI,706S,Political Judgment and Decision Making,S,
023439,POLSCI,709S,Research Seminar on the Politics of Behavior Identities and Institutions,S,
023441,LATIN,302S,The Catilinarian Conspiracy,S FL ALP CZ,
023442,CLST,266,Gender and Sexuality in the Ancient World,CCI ALP CZ,
023442 1,WOMENST,266,Gender and Sexuality in the Ancient World,CCI ALP CZ,
023442 2,GSF,266,Gender and Sexuality in the Ancient World,CCI ALP CZ,
023444,I&E,261,Social Innovation,EI,
023444 1,PUBPOL,256,Social Innovation,EI,
023469,DOCST,754S,Web Design and Narrative: Artists Documentarians Art Historians and Entrepreneurs,S,
023470,DOCST,716S,Activating the Archive: Archival Research as Documentary Practice,S,
023480,NURSING,933,Diagnostic Reasoning & Physical Assessment for Nurse Anesthetists,,
023481,NURSING,680,Gender and Women\xe2\x80\x99s Health,,
023482,PUBPOL,743,Design and Analysis of Public Private Partnerships,,
023483,PUBPOL,730,Project Management for International Development,,
023485,PUBPOL,764,Governance and Development,,
023486,PUBPOL,754,International Energy System Sustainable Development and Security,,
023487,PUBPOL,760,Development Security and Violence,,
023488,PUBPOL,707,Capacity Development,,
023489,PUBPOL,779,Sales and Value Added Tax Law,,
023491,BCS,806,Segregated Sundays: Church Race Class and Caste,,
023491 1,RELIGION,768,Segregated Sundays: Church Race Class and Caste,,
023492,OLDTEST,768,Old Testament Wisdom and Christian Spirituality,,
023493,OLDTEST,807,Reading(s) for Our Lives: Contemporary African Biblical Interpretations,,
023494,NEWTEST,813,Paul & the Person,,
023495,NEWTEST,814,The Bible & Domestic Violence,,
023495 1,OLDTEST,808,The Bible & Domestic Violence,,
